EmployeeNumber,Attrition,Age,Gender,MaritalStatus,DistanceFromHome,Education,EducationField,NumCompaniesWorked,TotalWorkingYears,TrainingTimesLastYear,Department,BusinessTravel,JobRole,JobLevel,OverTime,MonthlyIncome,HourlyRate,DailyRate,MonthlyRate,PercentSalaryHike,StockOptionLevel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,JobInvolvement,PerformanceRating,YearsAtCompany,YearsSinceLastPromotion,YearsInCurrentRole,YearsWithCurrManager,
1250,No,54,Male,Married,3,Bachelor,Life Sciences,3,36,2,Research & Development,Travel_Rarely,Research Director,4,No,17779,85,685,23474,14,0,Very High,Very High,Better,Bad,High,3,10,0,9,9,
1251,No,31,Male,Married,11,College,Medical,1,6,2,Research & Development,Travel_Rarely,Healthcare Representative,2,Yes,6833,80,1332,17089,12,0,Low,High,Good,Best,High,3,6,0,5,1,
1252,No,31,Female,Single,24,Bachelor,Medical,1,10,2,Research & Development,Travel_Rarely,Healthcare Representative,2,No,6812,96,1062,17198,19,0,Low,High,Better,Good,Medium,3,10,1,9,8,
1254,No,59,Female,Single,3,Bachelor,Life Sciences,5,13,2,Sales,Travel_Rarely,Sales Executive,2,No,5171,48,326,16490,17,0,Very High,High,Better,Best,Medium,3,6,0,1,5,
1255,No,43,Male,Married,3,Bachelor,Life Sciences,3,25,2,Research & Development,Travel_Rarely,Research Director,5,No,19740,96,920,18625,14,1,Very High,High,Better,Good,Low,3,8,0,7,7,
1256,No,49,Male,Married,4,College,Medical,2,23,2,Research & Development,Travel_Rarely,Manager,5,No,18711,85,1098,12124,13,1,High,Low,Best,Better,Medium,3,1,0,0,0,
1257,No,36,Male,Married,3,Bachelor,Technical Degree,1,12,2,Research & Development,Travel_Frequently,Research Scientist,1,No,3692,46,469,9256,12,0,Medium,High,Good,Better,High,3,11,0,10,7,
1258,No,48,Male,Single,2,College,Technical Degree,5,7,4,Research & Development,Travel_Rarely,Laboratory Technician,1,No,2559,76,969,16620,11,0,Medium,Very High,Good,Better,Very High,3,1,0,0,0,
1259,No,27,Male,Divorced,4,College,Life Sciences,1,5,2,Research & Development,Travel_Rarely,Research Scientist,1,No,2517,76,1167,3208,11,3,High,Low,Better,Good,High,3,5,0,3,3,
1260,No,29,Male,Divorced,7,Bachelor,Life Sciences,1,6,2,Research & Development,Travel_Rarely,Healthcare Representative,2,Yes,6623,82,1329,4204,11,2,Very High,High,Better,Good,High,3,6,1,0,0,
1263,No,48,Male,Single,1,Bachelor,Life Sciences,6,25,3,Research & Development,Travel_Rarely,Research Director,5,No,18265,76,715,8733,12,0,Very High,Very High,Best,Better,Medium,3,1,0,0,0,
1264,No,29,Female,Divorced,1,Bachelor,Life Sciences,3,9,2,Research & Development,Travel_Rarely,Research Director,4,No,16124,87,694,3423,14,2,Very High,Very High,Good,Good,Medium,3,7,1,7,7,
1265,No,34,Female,Married,20,Bachelor,Technical Degree,0,2,5,Research & Development,Travel_Rarely,Research Scientist,1,No,2585,89,1320,21643,17,0,High,High,Good,Best,Very High,3,1,0,0,0,
1267,No,44,Male,Married,5,Bachelor,Marketing,7,26,5,Sales,Travel_Rarely,Manager,5,No,18213,88,1099,8751,11,1,Medium,Medium,Better,Better,High,3,22,3,9,10,
1268,No,33,Male,Divorced,10,Doctor,Marketing,0,10,3,Sales,Travel_Rarely,Sales Executive,3,Yes,8380,82,536,21708,14,2,High,Very High,Better,Best,Very High,3,9,0,8,8,
1269,No,19,Female,Single,25,Bachelor,Life Sciences,1,1,2,Research & Development,Travel_Rarely,Research Scientist,1,Yes,2994,57,265,21221,12,0,Very High,Medium,Better,Best,Very High,3,1,0,0,1,
1270,No,23,Male,Married,1,College,Life Sciences,1,1,2,Research & Development,Travel_Rarely,Research Scientist,1,No,1223,47,373,16901,22,1,High,Very High,Better,Best,High,4,1,0,0,1,
1273,Yes,25,Male,Single,24,Below College,Life Sciences,1,1,4,Sales,Travel_Frequently,Sales Representative,1,Yes,1118,73,599,8040,14,0,Very High,High,Better,Best,Low,3,1,1,0,0,
1275,No,26,Male,Single,4,College,Life Sciences,1,8,2,Research & Development,Travel_Rarely,Research Scientist,1,Yes,2875,53,583,9973,20,0,Very High,High,Good,Good,High,4,8,2,5,2,
1277,Yes,45,Female,Single,2,Bachelor,Marketing,2,26,2,Sales,Travel_Rarely,Manager,5,Yes,18824,94,1449,2493,16,0,Medium,Low,Better,Bad,Low,3,24,1,10,11,
1278,No,55,Male,Divorced,8,Below College,Medical,1,34,3,Research & Development,Non-Travel,Healthcare Representative,4,Yes,13577,37,177,25592,15,1,Medium,Very High,Better,Best,Medium,3,33,15,9,0,
1279,Yes,21,Female,Single,10,College,Life Sciences,1,2,2,Research & Development,Travel_Frequently,Laboratory Technician,1,No,2625,45,251,25308,20,0,High,Low,Bad,Better,Medium,4,2,2,2,2,
1280,No,46,Female,Married,4,College,Marketing,2,26,2,Sales,Travel_Rarely,Manager,5,No,18789,33,168,9946,14,1,Medium,Very High,Better,Better,Medium,3,11,0,4,8,
1281,No,34,Female,Single,2,Bachelor,Marketing,0,4,3,Sales,Travel_Rarely,Sales Executive,2,Yes,4538,86,131,6039,12,0,Low,High,Better,Best,High,3,3,0,2,2,
1282,No,51,Male,Divorced,9,Bachelor,Life Sciences,4,31,5,Sales,Travel_Frequently,Manager,5,Yes,19847,83,237,19196,24,1,Medium,Very High,Good,Bad,High,4,29,11,10,10,
1283,No,59,Male,Single,18,Master,Medical,6,25,6,Research & Development,Travel_Rarely,Manufacturing Director,3,No,10512,67,1429,20002,12,0,Very High,Very High,Good,Best,High,3,9,5,7,4,
1285,No,34,Female,Divorced,19,Bachelor,Medical,4,15,2,Research & Development,Travel_Frequently,Laboratory Technician,2,No,4444,46,135,22534,13,2,Medium,High,Best,Better,High,3,11,5,8,10,
1286,No,28,Male,Single,1,Master,Medical,0,5,2,Research & Development,Travel_Frequently,Laboratory Technician,1,Yes,2154,44,791,6842,11,0,High,Very High,Good,Better,High,3,4,0,2,2,
1288,No,44,Male,Divorced,4,College,Life Sciences,1,26,4,Research & Development,Travel_Rarely,Manager,5,No,19190,92,1199,17477,14,2,Low,High,Good,Best,Very High,3,25,14,9,13,
1289,No,34,Male,Married,11,Bachelor,Life Sciences,4,14,5,Human Resources,Travel_Frequently,Human Resources,2,No,4490,56,648,21833,11,2,Medium,High,Best,Best,Medium,3,10,1,9,8,
1291,No,35,Male,Married,6,Below College,Life Sciences,0,4,3,Research & Development,Travel_Rarely,Research Scientist,1,Yes,3506,66,735,6020,14,0,High,High,Better,Best,High,3,3,2,2,2,
1292,No,42,Female,Married,7,Master,Medical,6,18,2,Research & Development,Travel_Rarely,Research Scientist,2,Yes,2372,78,603,5628,16,0,Medium,Medium,Better,Best,Very High,3,1,0,0,0,
1293,No,43,Female,Single,4,Master,Marketing,3,23,3,Sales,Travel_Rarely,Sales Executive,3,No,10231,56,531,20364,14,0,Very High,Very High,Best,Best,Medium,3,21,15,7,17,
1294,No,36,Female,Single,2,Master,Life Sciences,9,18,2,Research & Development,Travel_Rarely,Manufacturing Director,2,Yes,5410,53,429,2323,11,0,Medium,High,Better,Best,High,3,16,5,14,12,
1295,Yes,44,Female,Married,15,Bachelor,Medical,1,10,2,Research & Development,Travel_Rarely,Healthcare Representative,3,No,7978,73,621,14075,11,1,Very High,Low,Better,Best,High,3,10,0,7,5,
1296,No,28,Male,Married,2,Bachelor,Life Sciences,1,2,2,Research & Development,Travel_Frequently,Laboratory Technician,1,Yes,3867,52,193,14222,12,1,Very High,Very High,Better,Good,Medium,3,2,2,2,2,
1297,No,51,Female,Single,6,College,Medical,0,8,6,Research & Development,Travel_Frequently,Laboratory Technician,1,No,2838,40,968,4257,14,0,High,Medium,Good,Good,Medium,3,7,7,0,7,
1298,No,30,Female,Single,9,College,Medical,7,10,3,Research & Development,Non-Travel,Manufacturing Director,2,Yes,4695,72,879,12858,18,0,High,High,Better,Better,High,3,8,1,4,7,
1299,Yes,29,Female,Divorced,7,Bachelor,Technical Degree,3,10,2,Research & Development,Travel_Rarely,Laboratory Technician,1,Yes,3339,39,806,17285,13,2,High,Medium,Better,Bad,High,3,7,7,7,7,
1301,No,28,Male,Single,1,Bachelor,Technical Degree,2,5,2,Research & Development,Travel_Rarely,Research Scientist,1,No,2080,84,640,4732,11,0,Low,Very High,Good,Good,High,3,3,1,2,2,
1303,No,25,Female,Single,1,Bachelor,Medical,1,2,3,Research & Development,Travel_Rarely,Research Scientist,1,No,2096,40,266,18830,18,0,Medium,Very High,Good,Best,High,3,2,2,2,1,
1304,No,32,Male,Married,8,Bachelor,Medical,1,10,4,Sales,Travel_Rarely,Sales Executive,2,No,6209,56,604,11693,15,2,Very High,High,Best,Better,Very High,3,10,0,7,8,
1306,No,45,Female,Single,25,Bachelor,Medical,3,22,4,Research & Development,Travel_Frequently,Manager,5,No,18061,83,364,13035,22,0,Medium,Medium,Better,Better,High,4,0,0,0,0,
1307,No,39,Female,Divorced,13,Master,Medical,6,21,4,Research & Development,Travel_Rarely,Manager,4,Yes,17123,94,412,17334,13,2,Medium,High,Better,Best,Medium,3,19,15,9,2,
1308,No,58,Male,Divorced,23,Master,Life Sciences,1,2,3,Research & Development,Travel_Rarely,Research Scientist,1,No,2372,88,848,26076,12,2,High,Low,Better,Best,High,3,2,2,2,2,
1309,Yes,32,Male,Married,7,College,Life Sciences,1,10,3,Research & Development,Travel_Rarely,Laboratory Technician,2,No,4883,79,1089,22845,18,1,High,Very High,Better,Bad,High,3,10,1,4,1,
1310,Yes,39,Male,Single,23,Bachelor,Medical,0,6,2,Research & Development,Travel_Rarely,Research Scientist,1,No,3904,93,360,22154,13,0,Low,High,Better,Bad,High,3,5,0,2,3,
1311,No,30,Female,Married,6,Bachelor,Technical Degree,0,10,6,Research & Development,Travel_Rarely,Laboratory Technician,2,No,4627,48,1138,23631,12,1,Very High,Low,Better,Bad,Medium,3,9,6,2,7,
1312,No,36,Female,Married,10,Master,Technical Degree,3,10,0,Research & Development,Travel_Rarely,Healthcare Representative,3,No,7094,63,325,5747,12,0,High,Very High,Better,Bad,High,3,7,1,7,7,
1314,No,46,Female,Single,1,College,Life Sciences,6,10,3,Human Resources,Travel_Rarely,Human Resources,1,No,3423,44,991,22957,12,0,Low,Very High,Best,Better,High,3,7,5,6,7,
1315,No,28,Female,Married,1,Bachelor,Life Sciences,0,10,6,Research & Development,Non-Travel,Laboratory Technician,2,No,6674,55,1476,16392,11,3,Very High,High,Better,Bad,Low,3,9,7,8,5,
1317,No,50,Female,Married,28,Bachelor,Life Sciences,4,25,2,Research & Development,Travel_Rarely,Research Director,4,Yes,16880,43,1322,22422,11,0,Low,Very High,Better,Good,High,3,3,1,2,2,
1318,Yes,40,Male,Single,25,Master,Marketing,2,9,2,Sales,Travel_Rarely,Sales Executive,3,Yes,9094,57,299,17235,12,0,Medium,Very High,Better,Better,Medium,3,5,1,4,0,
1319,Yes,52,Male,Single,5,Bachelor,Life Sciences,9,10,2,Sales,Travel_Rarely,Sales Executive,3,Yes,8446,64,1030,21534,19,0,Medium,Medium,Good,Better,High,3,8,7,7,7,
1321,No,30,Female,Married,17,Master,Medical,1,9,2,Research & Development,Travel_Rarely,Manager,3,Yes,11916,95,634,25927,23,2,Low,Medium,Better,Best,High,4,9,0,1,8,
1322,No,39,Male,Single,18,College,Life Sciences,0,9,6,Research & Development,Travel_Rarely,Manufacturing Director,2,No,4534,32,524,13352,11,0,High,Low,Better,Bad,High,3,8,1,7,7,
1324,No,31,Female,Divorced,2,Master,Life Sciences,1,10,5,Sales,Non-Travel,Sales Executive,3,Yes,9852,57,587,8935,19,1,High,Very High,Good,Bad,High,3,10,9,8,6,
1329,No,41,Male,Single,10,College,Medical,1,19,4,Sales,Non-Travel,Sales Executive,2,No,6151,40,256,22074,13,0,Medium,High,Better,Bad,Low,3,19,11,2,9,
1331,Yes,31,Female,Single,1,Bachelor,Life Sciences,1,3,2,Sales,Travel_Frequently,Sales Representative,1,Yes,2302,54,1060,8319,11,0,Medium,Very High,Best,Bad,High,3,3,2,2,2,
1333,Yes,44,Male,Married,3,Bachelor,Life Sciences,4,10,4,Research & Development,Travel_Rarely,Laboratory Technician,1,No,2362,89,935,14669,12,0,Low,Low,Best,Better,High,3,3,1,2,2,
1334,No,42,Male,Married,2,Below College,Life Sciences,0,21,3,Research & Development,Non-Travel,Manager,4,Yes,17861,37,495,26582,13,0,High,High,Good,Best,High,3,20,2,8,10,
1336,No,55,Female,Married,2,College,Medical,4,23,5,Research & Development,Travel_Rarely,Manager,5,No,19187,58,282,6992,14,1,High,Very High,Better,Best,Low,3,19,9,9,11,
1338,No,56,Male,Single,8,Master,Life Sciences,6,36,4,Human Resources,Travel_Rarely,Manager,5,No,19717,99,206,4022,14,0,Medium,Very High,Better,Bad,High,3,7,7,3,7,
1340,No,40,Male,Divorced,16,College,Life Sciences,9,6,0,Research & Development,Non-Travel,Research Scientist,1,No,3544,74,458,8532,16,1,High,High,Better,Good,High,3,4,0,2,0,
1344,No,34,Male,Divorced,9,Bachelor,Life Sciences,0,10,0,Research & Development,Travel_Rarely,Healthcare Representative,3,No,8500,86,943,5494,11,1,Very High,Very High,Good,Best,High,3,9,1,7,6,
1346,No,40,Male,Single,2,Bachelor,Life Sciences,1,9,4,Research & Development,Travel_Rarely,Research Scientist,2,No,4661,98,523,22455,13,0,Very High,High,Better,Better,High,3,9,8,8,8,
1349,No,41,Female,Divorced,1,Bachelor,Marketing,0,10,2,Sales,Travel_Frequently,Sales Executive,2,No,4103,66,1018,4297,17,1,Low,High,Better,Best,High,3,9,1,3,7,
1350,No,35,Male,Single,4,Master,Life Sciences,1,9,3,Research & Development,Travel_Frequently,Research Scientist,2,Yes,4249,87,482,2690,11,0,High,High,Better,Good,High,3,9,1,6,1,
1352,No,51,Male,Divorced,5,Bachelor,Life Sciences,1,33,2,Human Resources,Travel_Rarely,Manager,4,Yes,14026,84,770,17588,11,1,Medium,High,Better,Good,High,3,33,0,9,10,
1355,No,38,Female,Divorced,2,College,Life Sciences,3,11,3,Sales,Travel_Rarely,Sales Executive,2,No,6893,31,1009,19461,15,1,Low,Medium,Better,Best,High,3,7,1,7,7,
1356,No,34,Female,Single,15,College,Medical,1,10,6,Sales,Travel_Rarely,Sales Executive,2,No,6125,66,507,23553,12,0,Low,High,Best,Best,High,3,10,9,8,6,
1358,No,25,Male,Married,19,Below College,Medical,3,7,6,Research & Development,Travel_Rarely,Laboratory Technician,1,No,3669,67,882,9075,11,3,Very High,Very High,Good,Better,High,3,3,1,2,2,
1360,Yes,58,Female,Married,7,Master,Medical,7,31,0,Research & Development,Travel_Rarely,Manufacturing Director,3,Yes,10008,53,601,12023,14,0,Low,High,Good,Best,Medium,3,10,5,9,9,
1361,No,40,Male,Married,1,Master,Life Sciences,3,7,3,Research & Development,Travel_Rarely,Laboratory Technician,1,No,2387,88,329,6762,22,1,Medium,Medium,Better,Better,High,4,4,0,2,3,
1362,No,36,Female,Married,7,Bachelor,Marketing,2,17,2,Sales,Travel_Frequently,Sales Executive,2,No,4639,83,607,2261,16,1,Low,Low,Good,Best,Very High,3,15,6,7,13,
1363,No,48,Male,Single,4,Bachelor,Life Sciences,1,11,2,Research & Development,Travel_Rarely,Manufacturing Director,3,No,7898,54,855,18706,11,0,Very High,Very High,Better,Better,High,3,10,0,9,8,
1364,No,27,Female,Married,11,Bachelor,Medical,8,5,4,Sales,Travel_Rarely,Sales Representative,1,No,2534,98,1291,6527,14,1,Very High,High,Better,Good,Very High,3,1,0,0,0,
1367,No,51,Female,Single,11,College,Technical Degree,3,29,1,Research & Development,Travel_Rarely,Manufacturing Director,4,No,13142,82,1405,24439,16,0,Medium,Very High,Good,Good,Medium,3,5,0,2,3,
1368,No,18,Female,Single,1,Bachelor,Life Sciences,1,0,5,Research & Development,Non-Travel,Laboratory Technician,1,No,1611,97,1124,19305,15,0,Very High,Very High,Best,Better,High,3,0,0,0,0,
1369,No,35,Female,Married,1,Bachelor,Medical,0,10,0,Research & Development,Travel_Rarely,Laboratory Technician,2,No,5363,60,817,10846,12,1,Very High,Very High,Better,Good,Medium,3,9,0,7,0,
1371,No,27,Male,Single,2,Below College,Life Sciences,3,8,3,Sales,Travel_Frequently,Sales Executive,2,No,5071,43,793,20392,20,0,Very High,Very High,Better,Good,Low,4,6,0,2,0,
1372,Yes,55,Male,Single,13,Master,Marketing,6,24,2,Sales,Travel_Rarely,Sales Executive,4,Yes,13695,85,267,9277,17,0,High,Low,Good,Better,Very High,3,19,3,7,8,
1373,No,56,Male,Married,23,Bachelor,Life Sciences,4,33,0,Research & Development,Travel_Rarely,Manufacturing Director,4,Yes,13402,68,1369,18235,12,1,Medium,Very High,Better,Bad,High,3,19,15,16,9,
1374,No,34,Female,Divorced,26,Below College,Technical Degree,1,5,2,Research & Development,Non-Travel,Research Scientist,1,No,2029,92,999,15891,20,3,High,Low,Better,Better,Medium,4,5,0,4,0,
1375,No,40,Female,Divorced,2,Below College,Medical,5,15,0,Research & Development,Travel_Rarely,Healthcare Representative,2,No,6377,89,1202,13888,20,3,High,Medium,Better,Good,Very High,4,12,11,11,8,
1377,No,34,Male,Married,29,Bachelor,Medical,4,10,1,Research & Development,Travel_Rarely,Laboratory Technician,2,No,5429,86,285,17491,13,2,High,Medium,Better,Bad,High,3,8,7,7,7,
1379,Yes,31,Female,Single,2,Bachelor,Life Sciences,7,3,3,Sales,Travel_Frequently,Sales Representative,1,No,2785,90,703,11882,14,0,Very High,High,Best,Better,Medium,3,1,0,0,0,
1380,Yes,35,Female,Married,18,Master,Marketing,0,5,0,Sales,Travel_Frequently,Sales Executive,2,Yes,4614,67,662,23288,18,1,High,Very High,Good,Better,High,3,4,3,2,2,
1382,No,38,Male,Divorced,7,Bachelor,Life Sciences,1,4,2,Research & Development,Travel_Frequently,Research Scientist,1,No,2610,57,693,15748,11,3,High,Very High,Better,Best,Very High,3,4,0,2,3,
1383,No,34,Female,Single,2,Master,Technical Degree,1,14,2,Research & Development,Travel_Rarely,Healthcare Representative,2,No,6687,98,404,6163,11,0,Very High,High,Best,Best,High,3,14,4,11,11,
1387,No,28,Male,Married,26,Bachelor,Life Sciences,1,5,0,Sales,Travel_Rarely,Sales Executive,2,No,4724,48,736,24232,11,1,Low,High,Better,Better,Medium,3,5,0,3,4,
1389,Yes,31,Male,Married,22,Master,Medical,1,10,3,Research & Development,Travel_Rarely,Manufacturing Director,2,Yes,6179,98,330,21057,15,2,High,Very High,Good,Best,High,3,10,6,2,7,
1390,No,39,Male,Married,21,Master,Life Sciences,3,8,2,Sales,Travel_Rarely,Sales Executive,2,Yes,6120,44,1498,3567,12,2,Very High,Low,Best,Best,Medium,3,5,1,4,4,
1391,No,51,Male,Married,2,Bachelor,Marketing,2,14,5,Sales,Travel_Frequently,Sales Executive,3,No,10596,52,541,15395,11,0,Medium,Medium,Better,Good,High,3,4,3,2,2,
1392,No,41,Female,Divorced,22,Bachelor,Life Sciences,3,12,4,Research & Development,Travel_Frequently,Research Scientist,2,Yes,5467,75,1200,13953,14,2,Very High,Very High,Good,Bad,High,3,6,3,2,3,
1394,No,37,Male,Married,4,Below College,Life Sciences,7,8,2,Research & Development,Travel_Rarely,Research Scientist,1,Yes,2996,54,1439,5182,15,0,High,High,Better,Best,High,3,6,1,4,3,
1395,No,33,Male,Married,5,Below College,Life Sciences,6,8,2,Sales,Travel_Frequently,Sales Executive,2,No,9998,61,1111,19293,13,0,Very High,Medium,Best,Bad,High,3,5,1,4,2,
1396,No,32,Male,Married,2,Below College,Marketing,0,4,3,Sales,Travel_Rarely,Sales Executive,2,Yes,4078,36,499,20497,13,3,Medium,High,Good,Bad,High,3,3,1,2,2,
1397,No,39,Male,Married,25,College,Life Sciences,3,13,2,Research & Development,Non-Travel,Healthcare Representative,3,No,10920,71,1485,3449,21,1,High,High,Better,Good,High,4,6,0,4,5,
1399,No,25,Male,Married,18,Below College,Life Sciences,2,6,3,Sales,Travel_Rarely,Sales Executive,2,No,6232,93,1372,12477,11,0,High,Low,Good,Good,Very High,3,3,1,2,2,
1401,No,52,Female,Married,28,College,Medical,2,24,3,Research & Development,Travel_Frequently,Manufacturing Director,4,Yes,13247,59,322,9731,11,1,High,Very High,Good,Good,Very High,3,5,0,3,2,
1402,No,43,Female,Single,6,Bachelor,Medical,1,20,3,Research & Development,Travel_Rarely,Research Scientist,2,Yes,4081,73,930,20003,14,0,High,Low,Bad,Bad,Medium,3,20,1,7,8,
1403,No,27,Female,Married,10,Bachelor,Marketing,1,6,3,Sales,Travel_Rarely,Sales Executive,2,Yes,5769,98,205,7100,11,0,Very High,Very High,Better,Best,Medium,3,6,4,2,4,
1405,Yes,27,Female,Single,17,Master,Life Sciences,1,8,2,Research & Development,Travel_Rarely,Research Scientist,1,Yes,2394,51,135,25681,13,0,High,Very High,Better,Best,High,3,8,7,2,7,
1407,No,26,Male,Single,2,Below College,Medical,0,5,2,Research & Development,Travel_Rarely,Research Scientist,1,No,3904,36,683,4050,12,0,Very High,Low,Better,Best,Medium,3,4,1,3,1,
1408,No,42,Female,Married,10,Bachelor,Human Resources,0,21,5,Human Resources,Travel_Rarely,Manager,4,No,16799,31,1147,16616,14,1,Low,High,Better,Better,High,3,20,0,7,9,
1409,No,52,Female,Married,8,Master,Other,9,12,2,Research & Development,Travel_Rarely,Laboratory Technician,1,No,2950,54,258,17363,13,0,Low,High,Bad,Better,High,3,5,0,4,4,
1411,No,37,Female,Single,11,Bachelor,Medical,4,8,6,Research & Development,Travel_Rarely,Laboratory Technician,1,No,3629,94,1462,19106,18,0,High,Low,Better,Bad,High,3,3,0,2,2,
1412,No,35,Male,Single,18,College,Life Sciences,2,10,2,Research & Development,Travel_Frequently,Manufacturing Director,3,No,9362,60,200,19944,11,0,Very High,High,Better,Better,High,3,2,2,2,2,
1415,No,25,Male,Married,1,Bachelor,Technical Degree,4,7,2,Research & Development,Travel_Rarely,Laboratory Technician,1,No,3229,81,949,4910,11,1,Very High,Low,Good,Good,High,3,3,0,2,2,
1417,No,26,Male,Single,7,Bachelor,Other,0,8,2,Research & Development,Travel_Rarely,Laboratory Technician,1,No,3578,100,652,23577,12,0,Low,High,Better,Best,Very High,3,7,0,7,7,
1419,No,29,Male,Single,17,Bachelor,Other,1,10,3,Human Resources,Travel_Rarely,Human Resources,3,No,7988,51,332,9769,13,0,Low,Medium,Good,Bad,Medium,3,10,0,9,9,
1420,Yes,49,Male,Single,28,College,Life Sciences,3,20,2,Research & Development,Travel_Frequently,Laboratory Technician,2,No,4284,97,1475,22710,20,0,Low,Low,Better,Bad,Medium,4,4,1,3,3,
1421,Yes,29,Female,Single,14,Below College,Other,0,9,1,Research & Development,Travel_Frequently,Healthcare Representative,3,Yes,7553,84,337,22930,12,0,Very High,High,Better,Bad,High,3,8,7,7,7,
1422,No,54,Female,Single,1,Bachelor,Medical,6,29,3,Research & Development,Travel_Rarely,Research Director,4,No,17328,54,971,5652,19,0,Very High,Very High,Good,Best,High,3,20,12,7,7,
1423,No,58,Female,Married,1,Bachelor,Medical,3,32,3,Research & Development,Travel_Rarely,Research Director,5,Yes,19701,76,1055,22456,21,1,Low,Very High,Better,Better,High,4,9,1,8,5,
